"File","Status"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\canonical_encode.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_decay.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_digest.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_engine.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_errors.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_hash.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_hybrid.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_index.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_query.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_snapshot.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_store.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_tiering.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\src\memory\memory_layer_nasa\memory_types.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\anti_bypass_scanner.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\canonical_json.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\chronicle.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\envelope.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\gateway_adapter.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\gateway_schemas.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\id_factory.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\memory_adapter.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\policy.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\proof_crystal.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\query_adapter.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\replay_cache.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\replay_guard.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\e2e\e2e_chain_memory.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\e2e\e2e_chain_query.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\gateway\wiring\tests\e2e\e2e_replay_guard.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\drafter.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\emotion_bridge.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\j1_emotion_binding.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\omega_converter.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\prism.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_mock.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\nexus\ledger\tests\entityStore.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\nexus\ledger\tests\eventStore.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\nexus\tooling\tests\certification\certification.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\nexus\tooling\tests\core\core.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\nexus\tooling\tests\observatory\observatory.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\all-errors.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\anyunknown.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\array.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\async-parsing.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\async-refinements.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\base.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\bigint.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\branded.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\catch.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\coerce.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\complex.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\custom.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\date.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\deepmasking.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\default.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\description.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\discriminated-unions.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\enum.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\firstparty.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\firstpartyschematypes.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\function.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\generics.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\instanceof.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\intersection.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\language-server.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\literal.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\map.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\masking.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\mocker.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\nan.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\nativeEnum.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\nullable.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\number.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\object-augmentation.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\object-in-es5-env.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\object.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\optional.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\parseUtil.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\partials.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\pickomit.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\preprocess.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\primitive.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\promise.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\readonly.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\record.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\recursive.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\refine.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\safeparse.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\set.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\standard-schema.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\string.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\transformer.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\tuple.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\unions.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\validations.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v3\tests\void.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\anyunknown.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\array.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\assignability.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\async-parsing.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\async-refinements.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\base.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\bigint.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\brand.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\catch.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\coalesce.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\coerce.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\continuability.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\custom.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\date.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\datetime.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\default.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\description.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\discriminated-unions.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\enum.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\error-utils.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\file.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\firstparty.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\function.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\generics.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\instanceof.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\intersection.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\json.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\lazy.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\literal.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\map.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\nan.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\nested-refine.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\nonoptional.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\nullable.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\number.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\object.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\optional.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\partial.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\pickomit.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\pipe.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\prefault.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\preprocess.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\primitive.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\promise.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\prototypes.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\readonly.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\record.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\recursive-types.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\refine.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\registries.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\set.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\standard-schema.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\string-formats.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\string.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\stringbool.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\template-literal.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\to-json-schema.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\transform.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\tuple.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\union.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\validations.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\classic\tests\void.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\core\tests\locales\be.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\core\tests\locales\ru.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\core\tests\locales\tr.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\assignability.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\brand.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\computed.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\functions.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\number.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\object.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\prototypes.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\recursive-types.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\node_modules\zod\src\v4\mini\tests\string.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-narrative-genome\tests\invariants\genome_invariants.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-nexus\tests\certification\certification.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-nexus\tests\core\core.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-nexus\tests\observatory\observatory.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-phase23\gateway\resilience\tests\adversarial\grammar.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-phase23\gateway\resilience\tests\chaos\composition.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-phase23\gateway\resilience\tests\chaos\injector.test.ts","NOT_IN_BASELINE"
"C:\Users\elric\omega-project\omega-phase23\gateway\resilience\tests\proof\proof.test.ts","NOT_IN_BASELINE"
